x,y,s,id,cnt
28672,12288,4096,2,3055
20480,16384,4096,2,3055
24576,16384,8192,2,3055
6144,6144,2048,1,2627
4096,6144,2048,1,2627
11776,3584,512,2,2627
14336,1024,1024,2,2627
14336,2048,1024,2,2627
14336,3072,1024,2,2627
15360,3072,1024,2,2627
13312,2048,1024,2,2627
12288,3072,512,2,2627
12288,3584,512,2,2627
12800,3584,512,2,2627
13312,3072,1024,2,2627
10240,4608,256,1,2627
11776,4608,512,2,2627
10944,5984,32,2,2627
11776,5120,512,2,2627
11264,5632,128,2,2627
12032,5888,256,2,2627
11776,5888,256,2,2627
12032,5632,256,2,2627
11776,5632,256,2,2627
10240,6144,256,1,2627
11040,6944,32,2,2627
10816,6784,64,1,2627
11520,6144,256,2,2627
12032,6144,256,2,2627
11264,6656,128,2,2627
11776,6656,256,2,2627
10944,7648,32,1,2627
11520,7168,256,2,2627
11264,7168,128,2,2627
12032,7424,256,2,2627
12032,7168,256,2,2627
11520,7680,256,2,2627
12032,7936,256,2,2627
9728,6144,512,1,2627
14336,4096,1024,2,2627
15360,4096,1024,2,2627
14336,5120,1024,2,2627
15360,5120,1024,2,2627
12800,4096,512,2,2627
12800,4608,512,2,2627
13312,4096,1024,2,2627
12288,5120,512,2,2627
12800,5120,512,2,2627
12288,5632,512,2,2627
12800,5632,512,2,2627
13312,5120,1024,2,2627
14336,6144,1024,2,2627
15360,6144,1024,2,2627
14336,7168,1024,2,2627
15360,7168,1024,2,2627
12800,6144,512,2,2627
12288,6656,512,2,2627
12800,6656,512,2,2627
13312,6144,1024,2,2627
12288,7168,512,2,2627
12800,7168,512,2,2627
12288,7680,512,2,2627
12800,7680,512,2,2627
13312,7168,1024,2,2627
0,8192,4096,1,2627
6144,8192,2048,1,2627
4096,8192,2048,1,2627
6144,10240,2048,1,2627
4096,10240,2048,1,2627
0,12288,4096,1,2627
4096,12288,4096,1,2627
11648,8960,128,2,2627
11328,8704,64,2,2627
12032,8960,256,2,2627
11776,8960,256,2,2627
11776,9472,256,2,2627
12032,9216,256,2,2627
11776,9984,256,2,2627
11776,9728,256,2,2627
8192,9216,1024,1,2627
8192,10240,1024,1,2627
8192,11264,1024,1,2627
9216,11264,1024,1,2627
14336,8192,1024,2,2627
15360,8192,1024,2,2627
14336,9216,1024,2,2627
15360,9216,1024,2,2627
12800,8192,512,2,2627
12288,8704,512,2,2627
12800,8704,512,2,2627
13312,8192,1024,2,2627
12288,9216,512,2,2627
12800,9216,512,2,2627
12288,9728,512,2,2627
12800,9728,512,2,2627
13312,9216,1024,2,2627
14336,10240,1024,2,2627
15360,10240,1024,2,2627
14336,11264,1024,2,2627
15360,11264,1024,2,2627
12288,10240,512,2,2627
13312,10240,1024,2,2627
8192,12288,2048,1,2627
8192,14336,2048,1,2627
18432,0,2048,2,2627
16384,2048,2048,2,2627
22528,0,2048,2,2627
20480,0,2048,2,2627
22528,2048,2048,2,2627
20480,2048,2048,2,2627
18432,4096,2048,2,2627
16384,4096,2048,2,2627
18432,6144,2048,2,2627
16384,6144,2048,2,2627
20480,4096,4096,2,2627
26624,0,1024,2,2627
27648,0,512,2,2627
27648,512,512,2,2627
26624,1024,1024,2,2627
27648,1024,512,2,2627
27648,1536,512,2,2627
28160,1536,512,2,2627
24576,0,2048,2,2627
26624,2048,1024,2,2627
27648,2048,1024,2,2627
26624,3072,1024,2,2627
24576,2048,2048,2,2627
28672,768,256,2,2627
18432,8192,2048,2,2627
16384,8192,2048,2,2627
18432,10240,2048,2,2627
16384,10240,2048,2,2627
4096,16384,4096,1,2627
32768,11264,1024,2,3846
33792,11520,256,2,3846
33792,11776,512,2,3846
35072,12032,256,0,3846
35840,11264,1024,0,3846
36864,10240,2048,0,3846
32768,12288,1024,2,3846
34560,12544,256,2,3846
34304,12544,256,2,3846
34560,12288,128,2,3846
33792,12800,512,2,3846
34304,12800,512,2,3846
32768,13312,1024,2,3846
33792,13312,1024,2,3846
35200,12416,128,0,3846
34816,12480,64,2,3846
35328,12544,256,0,3846
34816,13056,256,2,3846
35456,13184,128,0,3846
35840,12288,512,0,3846
36352,12288,512,0,3846
35840,12800,512,0,3846
36352,12800,512,0,3846
35072,13568,256,2,3846
34816,13568,256,2,3846
35292,13324,4,0,3846
34816,13312,256,2,3846
35584,13568,128,0,3846
35360,13312,32,0,3846
35392,13376,64,0,3846
34816,13824,512,2,3846
35776,14080,64,0,3846
35712,14304,16,2,3846
35328,14080,256,2,3846
35776,13952,64,0,3846
35680,14048,32,0,3846
35520,13904,16,2,3846
35328,13824,128,2,3846
35520,14016,64,2,3846
36096,13568,256,0,3846
35840,13568,256,0,3846
35840,13312,256,0,3846
36352,13312,512,0,3846
36096,13824,256,0,3846
35840,13824,256,0,3846
36352,13824,512,0,3846
32768,14336,2048,2,3846
34816,14336,512,2,3846
35584,14592,256,2,3846
35328,14592,256,2,3846
35776,14448,16,2,3846
35584,14336,128,2,3846
35824,14496,8,2,3846
35328,14336,256,2,3846
34816,14848,512,2,3846
35328,14848,512,2,3846
36224,14592,128,0,3846
36224,14720,128,0,3846
36032,14656,64,0,3846
36096,14336,256,0,3846
35968,14336,128,0,3846
36352,14336,512,0,3846
36192,15240,8,0,3846
36160,15296,32,2,3846
35968,15104,128,2,3846
35840,15104,128,2,3846
35968,15232,128,2,3846
36224,14976,128,0,3846
35840,14848,128,2,3846
35968,15040,64,2,3846
35840,14976,128,2,3846
36608,15104,256,0,3846
36352,15104,128,0,3846
36480,15232,128,0,3846
36608,14848,256,0,3846
36352,14848,256,0,3846
34816,15360,1024,2,3846
36224,15744,128,2,3846
35840,15616,256,2,3846
36263,15412,1,0,3846
36096,15488,128,2,3846
35840,15360,256,2,3846
36736,15616,128,0,3846
36608,15744,128,0,3846
36480,15616,64,0,3846
36480,15680,64,0,3846
36368,15696,16,2,3846
36608,15360,256,0,3846
36480,15360,128,0,3846
35840,15872,512,2,3846
36800,16320,64,0,3846
36608,16320,64,2,3846
36576,16176,16,2,3846
36576,16160,16,2,3846
36352,16128,128,2,3846
36352,16256,128,2,3846
36736,16000,128,0,3846
36640,16096,32,0,3846
36504,15904,8,0,3846
36512,15872,32,0,3846
36544,15872,32,0,3846
36448,15888,16,2,3846
36512,16032,32,2,3846
36864,12288,1024,0,3846
37888,12288,1024,0,3846
36864,13312,1024,0,3846
37888,13312,1024,0,3846
38912,12288,2048,0,3846
36864,14336,512,0,3846
37376,14336,512,0,3846
36864,14848,512,0,3846
37376,14848,512,0,3846
37888,14336,1024,0,3846
36864,15360,512,0,3846
37376,15360,512,0,3846
37120,16128,256,0,3846
36992,16128,128,0,3846
36992,16256,128,0,3846
36864,16256,128,0,3846
37120,15872,256,0,3846
36864,15872,256,0,3846
37376,15872,512,0,3846
37888,15360,1024,0,3846
38912,14336,2048,0,3846
40960,8192,4096,0,3846
45056,8192,4096,0,3846
40960,12288,4096,0,3846
45056,12288,4096,0,3846
49152,0,8192,0,3846
57344,0,8192,0,3846
49152,8192,8192,0,3846
57344,8192,8192,0,3846
32768,16384,2048,2,3846
34816,16384,1024,2,3846
35840,16384,512,2,3846
36736,16640,64,2,3846
36736,16768,128,2,3846
36608,16768,128,2,3846
36352,16640,256,2,3846
36768,16464,8,0,3846
36608,16384,64,2,3846
36672,16384,32,2,3846
36736,16608,32,2,3846
36832,16592,16,0,3846
36352,16384,256,2,3846
35840,16896,512,2,3846
36352,16896,512,2,3846
34816,17408,1024,2,3846
35840,17408,1024,2,3846
32768,18432,2048,2,3846
34816,18432,2048,2,3846
37120,16640,256,0,3846
36992,16640,128,0,3846
37056,16832,64,0,3846
37120,16384,256,0,3846
36864,16384,128,0,3846
36896,16608,32,0,3846
37376,16384,512,0,3846
37248,17152,128,0,3846
37152,17184,32,0,3846
37312,17280,64,0,3846
36864,17152,128,2,3846
37056,17280,64,2,3846
37120,16896,128,0,3846
36992,16896,32,0,3846
37376,17152,256,0,3846
37632,16896,256,0,3846
37888,16384,1024,0,3846
37280,17696,32,2,3846
37352,17720,8,0,3846
36864,17664,256,2,3846
37232,17408,16,0,3846
37504,17664,128,0,3846
37424,17824,16,0,3846
37632,17408,256,0,3846
37376,17600,64,0,3846
36864,17920,512,2,3846
37760,17920,128,0,3846
37888,17408,512,0,3846
37888,18176,256,0,3846
36864,18944,512,2,3846
37376,19200,256,2,3846
38144,18432,256,0,3846
38016,18432,128,0,3846
36864,19456,1024,2,3846
40960,16384,2048,0,3846
43008,16384,2048,0,3846
40960,18432,2048,0,3846
43008,18432,2048,0,3846
45056,16384,4096,0,3846
45056,20480,4096,0,3846
49152,16384,8192,0,3846
4096,12288,4096,1,3091
14336,9216,1024,2,3091
14336,10240,1024,2,3091
15360,10240,1024,2,3091
14336,11264,1024,2,3091
15360,11264,1024,2,3091
12800,11264,512,2,3091
13312,11264,1024,2,3091
10752,12800,512,1,3091
11776,13696,128,2,3091
11904,13952,128,2,3091
12032,14336,256,2,3091
11808,15424,32,2,3091
14336,12288,1024,2,3091
15360,12288,1024,2,3091
14336,13312,1024,2,3091
15360,13312,1024,2,3091
12800,12800,512,2,3091
12288,12800,512,2,3091
13312,12288,1024,2,3091
12800,13312,512,2,3091
12288,13312,512,2,3091
12800,13824,512,2,3091
13312,13312,1024,2,3091
14336,14336,2048,2,3091
12800,14336,512,2,3091
12544,14592,256,2,3091
12800,14848,512,2,3091
13312,14336,1024,2,3091
12800,15360,512,2,3091
12544,15360,256,2,3091
12800,15872,512,2,3091
13312,15360,1024,2,3091
20480,4096,4096,2,3091
31744,1024,1024,0,3091
32256,3072,512,0,3091
32256,3584,512,0,3091
26624,4096,2048,2,3091
24576,4096,2048,2,3091
26624,6144,2048,2,3091
24576,6144,2048,2,3091
31360,4608,64,0,3091
31456,5118,2,2,3091
32256,4096,512,0,3091
32000,4352,256,0,3091
32256,4608,512,0,3091
31456,5280,32,2,3091
31680,5120,64,0,3091
31232,5376,128,2,3091
31584,5536,32,2,3091
30976,5376,256,2,3091
31232,5888,256,2,3091
32256,5120,512,0,3091
32256,5632,256,0,3091
32512,5632,256,0,3091
32256,5888,256,0,3091
32512,5888,256,0,3091
32000,5760,128,0,3091
32064,5888,64,0,3091
32064,6016,64,0,3091
31232,6656,512,2,3091
32512,6144,256,0,3091
32256,6400,128,0,3091
32384,6400,128,0,3091
32512,6400,256,0,3091
31936,6184,8,2,3091
32320,6720,64,0,3091
32384,6656,128,0,3091
32384,6784,64,0,3091
32512,6656,128,0,3091
32640,7040,128,0,3091
32064,6656,64,2,3091
32192,6848,32,2,3091
32128,7040,128,2,3091
30720,7168,1024,2,3091
32512,7520,32,2,3091
32576,7680,32,2,3091
32704,7904,32,2,3091
28672,6144,1024,2,3091
29696,7168,1024,2,3091
18432,10240,2048,2,3091
16384,10240,2048,2,3091
20480,8192,4096,2,3091
18432,12288,2048,2,3091
16384,12288,2048,2,3091
18432,14336,2048,2,3091
16384,14336,2048,2,3091
20480,12288,4096,2,3091
24576,8192,4096,2,3091
30720,8192,1024,2,3091
30720,9216,1024,2,3091
31744,9216,1024,2,3091
28672,8192,2048,2,3091
28672,10240,2048,2,3091
24576,12288,4096,2,3091
0,16384,4096,1,3091
4096,16384,4096,1,3091
0,20480,4096,1,3091
4096,20480,4096,1,3091
8192,16384,2048,1,3091
10240,18432,1024,1,3091
10240,19456,1024,1,3091
8192,18432,2048,1,3091
14336,16384,2048,2,3091
13312,16384,1024,2,3091
12800,17408,512,2,3091
12544,17920,256,2,3091
13312,17408,1024,2,3091
14336,18432,2048,2,3091
10240,20480,1024,1,3091
10240,21504,1024,1,3091
8192,20480,2048,1,3091
8192,22528,2048,1,3091
0,24576,8192,1,3091
8192,24576,4096,1,3091
18432,16384,2048,2,3091
16384,16384,2048,2,3091
34816,0,2048,0,3820
34816,2048,2048,0,3820
33792,2048,1024,0,3820
32768,3072,1024,0,3820
33792,3072,1024,0,3820
36864,0,4096,0,3820
34816,4096,2048,0,3820
32768,4096,1024,0,3820
33792,4096,1024,0,3820
33280,5120,512,0,3820
32768,5120,512,0,3820
33280,5632,512,0,3820
32768,5632,512,0,3820
33792,5120,1024,0,3820
34816,6144,1024,0,3820
35840,6144,1024,0,3820
34816,7168,1024,0,3820
35840,7168,1024,0,3820
33280,6144,512,0,3820
32768,6144,512,0,3820
33280,6656,512,0,3820
32768,6656,256,0,3820
33024,6656,256,0,3820
33024,6912,256,0,3820
33792,6144,1024,0,3820
33280,7168,512,0,3820
33024,7168,256,0,3820
32896,7424,128,0,3820
33024,7424,256,0,3820
33280,7680,256,0,3820
33536,7680,256,0,3820
33280,7936,256,0,3820
32896,7808,128,0,3820
33024,7680,256,0,3820
32896,7936,64,0,3820
34304,7168,512,0,3820
33792,7168,512,0,3820
34304,7680,512,0,3820
33792,7680,512,0,3820
38912,4096,2048,0,3820
36864,4096,2048,0,3820
38912,6144,2048,0,3820
36864,6144,2048,0,3820
40960,0,4096,0,3820
45056,0,4096,0,3820
40960,4096,4096,0,3820
45056,4096,4096,0,3820
34816,8192,1024,0,3820
35840,8192,1024,0,3820
34816,9216,1024,0,3820
35840,9216,1024,0,3820
33280,8192,256,0,3820
33536,8192,256,0,3820
33408,8576,128,0,3820
33536,8448,256,0,3820
32928,8320,16,2,3820
32768,8448,128,2,3820
33152,8448,64,0,3820
33376,9056,32,0,3820
33440,9184,32,0,3820
33344,9088,16,0,3820
32768,8704,256,2,3820
33152,9152,64,2,3820
33024,9088,128,2,3820
34304,8192,512,0,3820
33792,8192,512,0,3820
34304,8704,512,0,3820
33792,8704,256,0,3820
34048,8960,256,0,3820
33417,9310,1,0,3820
33664,9472,128,0,3820
33024,9216,256,2,3820
33280,9728,128,2,3820
32768,9728,512,2,3820
34304,9216,512,0,3820
33792,9216,256,0,3820
33792,9472,128,0,3820
34304,9728,512,0,3820
35328,10752,512,0,3820
35840,10240,1024,0,3820
38912,8192,2048,0,3820
36864,8192,2048,0,3820
40960,8192,4096,0,3820
45056,8192,4096,0,3820
49152,0,8192,0,3820
57344,0,8192,0,3820
49152,8192,8192,0,3820
57344,8192,8192,0,3820
57344,8192,8192,0,2680
39936,26624,1024,2,2680
38912,28672,2048,2,2680
44032,24576,1024,0,2680
43008,25600,1024,0,2680
44032,25600,1024,0,2680
42496,26624,512,0,2680
42496,27136,512,0,2680
42240,27392,256,0,2680
42752,27648,256,0,2680
42624,28288,128,0,2680
42752,28416,256,0,2680
43008,26624,1024,0,2680
44032,26624,1024,0,2680
43520,27648,512,0,2680
43008,27648,512,0,2680
43520,28160,512,0,2680
43008,28160,512,0,2680
44032,27648,1024,0,2680
45056,24576,2048,0,2680
47104,24576,2048,0,2680
45056,26624,2048,0,2680
47104,26624,2048,0,2680
42540,28856,4,0,2680
42880,28672,128,0,2680
42752,28672,128,0,2680
41984,28928,256,2,2680
42240,28928,128,2,2680
42944,29504,64,0,2680
42864,29488,16,0,2680
41984,29184,256,2,2680
41984,29440,256,2,2680
40960,29696,1024,2,2680
42880,29888,64,2,2680
42752,29824,128,2,2680
41984,29696,512,2,2680
42496,30208,256,2,2680
43520,28672,512,0,2680
43008,28672,256,0,2680
43264,28672,256,0,2680
43264,28928,256,0,2680
43520,29184,512,0,2680
43008,29184,128,0,2680
43136,29312,128,0,2680
43264,29184,256,0,2680
43008,29440,128,0,2680
43264,29440,256,0,2680
44032,28672,1024,0,2680
43520,29696,256,0,2680
43776,29696,256,0,2680
43520,29952,256,0,2680
43072,29760,64,0,2680
43056,29904,16,0,2680
43392,29696,128,0,2680
43024,30000,16,2,2680
43264,29952,128,0,2680
43648,30208,128,0,2680
43776,30208,256,0,2680
43584,30592,64,0,2680
43776,30464,256,0,2680
43360,30544,16,0,2680
44544,29696,512,0,2680
44032,29696,512,0,2680
44544,30208,512,0,2680
44032,30208,512,0,2680
42496,30720,512,2,2680
42496,31232,512,2,2680
41984,31232,512,2,2680
41984,31744,1024,2,2680
43520,30784,32,0,2680
43776,30976,128,0,2680
43392,30912,32,2,2680
43664,31312,4,2,2680
43968,31552,64,0,2680
43872,31664,16,0,2680
43264,31232,128,2,2680
43264,31360,128,2,2680
44544,30720,512,0,2680
44032,30720,256,0,2680
44288,30720,256,0,2680
44288,30976,256,0,2680
44544,31232,512,0,2680
44160,31360,128,0,2680
44288,31232,256,0,2680
44032,31488,128,0,2680
44288,31488,256,0,2680
43008,31744,512,2,2680
43008,32256,512,2,2680
44800,31744,256,0,2680
44544,32000,256,0,2680
44800,32000,256,0,2680
44160,31744,128,0,2680
44416,31872,128,0,2680
44288,31872,128,0,2680
44160,32064,64,0,2680
44544,32384,128,0,2680
44800,32256,256,0,2680
44544,32640,128,0,2680
44800,32512,256,0,2680
44224,32352,32,0,2680
44096,32512,64,2,2680
45056,28672,1024,0,2680
46080,28672,1024,0,2680
45056,29696,1024,0,2680
46080,29696,1024,0,2680
47104,28672,2048,0,2680
45568,30720,512,0,2680
45056,30720,512,0,2680
45568,31232,512,0,2680
45056,31232,512,0,2680
46080,30720,1024,0,2680
45568,31744,512,0,2680
45056,31744,512,0,2680
45568,32256,512,0,2680
45056,32256,512,0,2680
46592,31744,512,0,2680
46080,31744,512,0,2680
46592,32256,256,0,2680
46080,32256,256,0,2680
46336,32256,256,0,2680
46208,32512,128,0,2680
46336,32512,128,0,2680
47104,30720,1024,0,2680
48128,30720,1024,0,2680
47616,32128,128,0,2680
47104,31744,512,0,2680
48000,32640,128,3,2680
47232,32256,128,0,2680
48128,31744,256,0,2680
49152,16384,8192,0,2680
57344,16384,8192,0,2680
49152,24576,4096,0,2680
53248,24576,4096,0,2680
49152,28672,2048,0,2680
49664,30720,512,0,2680
49152,30720,512,0,2680
57344,24576,2048,0,2680
0,32768,8192,1,2
28672,32768,4096,2,2404
28672,36864,4096,2,2404
22528,45056,2048,2,2404
20480,47104,2048,2,2404
22528,47104,2048,2,2404
24576,40960,4096,2,2404
28672,40960,4096,2,2404
24576,45056,4096,2,2404
28672,45056,4096,2,2404
14912,53888,64,1,2404
15616,54016,128,2,2404
15168,54584,8,1,2404
15256,54856,8,2,2404
15264,54800,8,2,2404
15104,55264,32,1,2404
16128,54272,256,2,2404
15552,54400,64,2,2404
15424,54592,64,2,2404
15616,54528,128,2,2404
15744,54528,128,2,2404
15872,54784,128,2,2404
15872,55040,128,2,2404
16128,55040,256,2,2404
15616,54784,128,2,2404
15424,55264,32,2,2404
13824,55808,512,1,2404
13312,55808,512,1,2404
13824,56320,512,1,2404
13312,56320,512,1,2404
13824,56832,512,1,2404
13312,56832,512,1,2404
15200,55520,32,1,2404
15312,55384,8,2,2404
14720,55424,128,1,2404
14336,55552,256,1,2404
14848,55936,128,1,2404
14848,55808,128,1,2404
15040,55872,64,1,2404
15324,55970,2,1,2404
14976,56064,128,1,2404
16128,55552,256,2,2404
15424,55456,32,2,2404
15552,55424,64,2,2404
15744,55424,128,2,2404
15456,55744,32,2,2404
15552,55616,64,2,2404
16128,55808,256,2,2404
16000,56192,128,2,2404
16128,56064,256,2,2404
15552,55808,64,2,2404
15400,56264,8,2,2404
15680,56192,64,2,2404
15744,56192,128,2,2404
15744,56064,128,2,2404
14848,56320,128,1,2404
15104,56768,64,1,2404
15104,56704,64,1,2404
14336,56320,256,1,2404
14592,56320,256,1,2404
14592,56576,256,1,2404
15296,56960,32,1,2404
14848,57216,128,1,2404
15168,57280,64,1,2404
14336,57088,256,1,2404
16000,56448,128,2,2404
16128,56320,256,2,2404
16000,56576,128,2,2404
16128,56576,256,2,2404
15520,56512,32,2,2404
15552,56512,32,2,2404
15552,56320,64,2,2404
15680,56512,64,2,2404
15744,56448,128,2,2404
15616,56384,64,2,2404
15744,56320,128,2,2404
15420,56708,4,2,2404
15520,56672,32,2,2404
15744,56768,64,2,2404
15680,56576,64,2,2404
15872,56960,128,2,2404
16000,56832,128,2,2404
16128,56832,256,2,2404
16000,57088,128,2,2404
16128,57216,128,2,2404
16128,57088,128,2,2404
16256,57088,128,2,2404
15504,56944,16,2,2404
15616,57216,32,2,2404
15744,57280,64,2,2404
15808,57280,64,2,2404
15808,57216,64,2,2404
15808,57152,64,2,2404
15808,57088,64,2,2404
6144,59392,2048,1,2404
0,61440,4096,1,2404
4096,61440,2048,1,2404
6144,61440,2048,1,2404
4096,63488,2048,1,2404
6144,63488,2048,1,2404
11264,58368,1024,1,2404
12288,57344,1024,1,2404
13312,57344,512,1,2404
12288,58368,1024,1,2404
13824,58880,512,1,2404
13312,58880,512,1,2404
14848,57472,128,1,2404
14976,57472,128,1,2404
14848,57344,128,1,2404
14976,57344,128,1,2404
15104,57408,64,1,2404
15232,57408,64,1,2404
15296,57728,64,1,2404
14336,57600,256,1,2404
14976,57984,128,1,2404
14848,57856,128,1,2404
15104,57984,128,1,2404
15296,57984,64,1,2404
15104,57856,128,1,2404
15232,57920,64,1,2404
14848,58240,128,1,2404
15104,58240,128,1,2404
14592,57856,256,1,2404
14336,58112,256,1,2404
16000,57344,128,2,2404
16128,57472,128,2,2404
16128,57344,128,2,2404
15872,57728,128,2,2404
16256,57728,128,2,2404
15744,57536,64,2,2404
15536,57792,8,2,2404
15568,57824,16,2,2404
15408,57680,16,1,2404
15494,57686,2,2,2404
15680,57728,64,2,2404
15616,57696,32,2,2404
15744,57664,64,2,2404
15808,57600,64,2,2404
15872,58048,64,2,2404
15936,57984,64,2,2404
15872,57856,128,2,2404
16000,57856,128,2,2404
16128,57856,128,2,2404
16256,58240,128,2,2404
16128,58112,128,2,2404
16256,58112,128,2,2404
15808,58048,64,2,2404
15808,57984,64,2,2404
15648,57952,32,2,2404
15616,58272,16,2,2404
14976,58496,128,1,2404
15104,58368,128,1,2404
14848,58752,128,1,2404
14976,58752,128,1,2404
15232,58752,64,1,2404
15296,58688,64,1,2404
14592,58368,256,1,2404
14336,58624,256,1,2404
14848,58880,128,1,2404
14976,58880,128,1,2404
15104,59264,128,1,2404
15232,59264,128,1,2404
14336,58880,256,1,2404
14336,59136,256,1,2404
14592,59136,256,1,2404
15936,58368,64,2,2404
16128,58496,128,2,2404
16256,58496,128,2,2404
16256,58368,128,2,2404
15872,58752,64,2,2404
16128,58624,128,2,2404
15580,58596,4,2,2404
15360,58400,32,1,2404
15488,58448,16,1,2404
15712,58464,32,2,2404
15744,58432,64,2,2404
15520,58848,16,1,2404
15488,58720,16,1,2404
15936,59072,64,2,2404
15936,58880,64,2,2404
16000,58880,128,2,2404
16128,58880,128,2,2404
16256,58880,128,2,2404
16256,59264,128,2,2404
16256,59136,128,2,2404
15360,59008,64,1,2404
15456,58944,32,1,2404
15424,58880,32,1,2404
15632,59040,8,2,2404
15744,58944,32,2,2404
15552,59376,16,1,2404
15552,59184,16,1,2404
12288,59392,1024,1,2404
13312,59392,512,1,2404
14336,59648,256,1,2404
14848,59904,256,1,2404
15232,60288,128,1,2404
16064,59456,64,2,2404
16128,59520,128,2,2404
16128,59392,128,2,2404
16256,59776,128,2,2404
16128,59648,128,2,2404
15360,59456,64,1,2404
15488,59392,32,1,2404
15728,59456,16,2,2404
15808,59392,32,2,2404
15424,59712,64,1,2404
15776,59680,32,2,2404
16064,60096,64,2,2404
16000,60032,64,2,2404
15488,60096,64,1,2404
15424,59968,64,1,2404
15808,60368,16,2,2404
14848,60416,256,1,2404
14848,60672,256,1,2404
14336,60672,256,1,2404
15936,60480,64,2,2404
16256,60416,128,2,2404
15552,60416,32,1,2404
15680,60656,16,1,2404
15488,60800,64,1,2404
8192,61440,2048,1,2404
10240,61440,1024,1,2404
10240,62464,1024,1,2404
8192,63488,2048,1,2404
10240,63488,1024,1,2404
11264,63488,1024,1,2404
10240,64512,1024,1,2404
11264,64512,1024,1,2404
16384,52736,512,2,2404
17920,52736,512,2,2404
18432,52224,1024,2,2404
20480,49152,2048,2,2404
22528,49152,2048,2,2404
16896,53248,512,2,2404
16384,53504,256,2,2404
16640,53504,256,2,2404
16896,53760,512,2,2404
16896,54272,512,2,2404
16640,54272,256,2,2404
16384,54528,256,2,2404
16896,54784,512,2,2404
16384,55040,256,2,2404
16640,55040,256,2,2404
17920,54272,512,2,2404
17408,54272,512,2,2404
17920,54784,512,2,2404
17408,54784,512,2,2404
19456,53248,1024,2,2404
18432,54272,1024,2,2404
19456,54272,1024,2,2404
16896,55296,512,2,2404
16384,55296,256,2,2404
16384,55552,256,2,2404
16640,55552,256,2,2404
16896,55808,512,2,2404
16384,55808,256,2,2404
16384,56064,256,2,2404
16640,56064,256,2,2404
17920,55296,512,2,2404
17408,55296,512,2,2404
17920,55808,512,2,2404
17408,55808,512,2,2404
16896,56320,512,2,2404
16384,56320,256,2,2404
16640,56320,256,2,2404
16384,56576,256,2,2404
16640,56576,256,2,2404
16896,56832,512,2,2404
16384,56832,256,2,2404
16640,56832,256,2,2404
16384,57088,256,2,2404
16640,57088,256,2,2404
17920,56320,512,2,2404
17408,56320,512,2,2404
17920,56832,512,2,2404
17408,56832,512,2,2404
18432,55296,1024,2,2404
19456,55296,1024,2,2404
18432,56320,1024,2,2404
19456,56320,1024,2,2404
20480,53248,2048,2,2404
20480,55296,1024,2,2404
20480,56320,1024,2,2404
21504,56320,1024,2,2404
24576,49152,4096,2,2404
28672,49152,2048,2,2404
30720,49152,2048,2,2404
28672,51200,2048,2,2404
16896,57344,256,2,2404
17152,57344,256,2,2404
16896,57600,256,2,2404
17152,57600,256,2,2404
16384,57344,256,2,2404
16640,57344,256,2,2404
16384,57600,256,2,2404
16640,57600,256,2,2404
16896,57856,256,2,2404
17152,57856,256,2,2404
16896,58112,256,2,2404
17152,58112,256,2,2404
16384,57856,256,2,2404
16640,57856,256,2,2404
16384,58112,256,2,2404
16640,58112,256,2,2404
17920,57344,512,2,2404
17408,57344,512,2,2404
17920,57856,512,2,2404
17408,57856,512,2,2404
16896,58368,256,2,2404
17152,58368,256,2,2404
16896,58624,256,2,2404
17152,58624,256,2,2404
16384,58368,256,2,2404
16640,58368,256,2,2404
16384,58624,256,2,2404
16640,58624,256,2,2404
17152,58880,256,2,2404
16896,59136,256,2,2404
17152,59136,256,2,2404
16384,59136,256,2,2404
16640,59136,256,2,2404
17920,58368,512,2,2404
17408,58368,512,2,2404
17920,58880,512,2,2404
17408,58880,512,2,2404
18432,57344,1024,2,2404
19456,57344,1024,2,2404
18944,58368,512,2,2404
18432,58368,512,2,2404
18944,58880,512,2,2404
18432,58880,512,2,2404
19456,58368,1024,2,2404
16896,59392,256,2,2404
16896,59648,256,2,2404
17152,59648,256,2,2404
16512,59520,128,2,2404
16512,59392,128,2,2404
16640,59392,256,2,2404
16384,59776,128,2,2404
16512,59648,128,2,2404
16896,59904,256,2,2404
17152,59904,256,2,2404
16896,60160,256,2,2404
16640,59904,256,2,2404
17920,59392,512,2,2404
17408,59392,512,2,2404
17920,59904,512,2,2404
17408,59904,512,2,2404
16896,60672,256,2,2404
17152,60672,256,2,2404
16512,60416,128,2,2404
16384,60800,128,2,2404
16384,60672,128,2,2404
16512,60672,128,2,2404
16640,60672,256,2,2404
16896,60928,256,2,2404
17920,60928,512,2,2404
17408,60928,512,2,2404
18944,59392,512,2,2404
18432,59392,512,2,2404
18944,59904,512,2,2404
18432,59904,512,2,2404
19456,59392,1024,2,2404
18944,60416,512,2,2404
18432,60416,512,2,2404
18944,60928,512,2,2404
19456,60416,1024,2,2404
20480,57344,1024,2,2404
22528,57344,2048,2,2404
20480,60416,1024,2,2404
17152,61696,256,2,2404
16640,61696,128,2,2404
17920,61440,512,2,2404
18432,61952,512,2,2404
32768,32768,4096,2,1022
36864,32768,4096,2,1022
32768,36864,4096,2,1022
36864,36864,2048,2,1022
38912,36864,1024,2,1022
39936,36864,1024,2,1022
38912,37888,1024,2,1022
36864,38912,2048,2,1022
38912,38912,1024,2,1022
39936,38912,512,2,1022
39424,39936,256,2,1022
39424,40192,256,2,1022
